left_or_right,conservation_score
right,-0.287
right,0.555
right,-0.432
right,2.589
right,0.431
right,1.711
right,2.315
right,0.179
right,-0.768
right,0.410
right,0.240
right,0.386
right,1.173
right,-0.174
right,1.230
right,-1.475
right,-0.177
right,0.515
right,-0.416
right,0.759
right,7.674
right,-0.199
right,-0.709
right,-0.021
right,2.777
right,1.990
right,1.464
right,-0.147
right,0.339
right,1.155
right,-1.091
right,0.215
right,0.001
right,-0.193
right,-0.266
right,2.060
right,0.952
right,-0.218
right,0.708
right,6.057
right,0.657
right,0.991
right,1.418
right,-1.688
right,0.537
right,0.150
right,1.441
right,0.532
right,0.402
right,1.017
right,0.360
right,3.530
right,0.118
right,-1.563
right,0.474
right,0.615
right,-0.151
right,0.126
right,0.186
right,-1.468
right,-0.279
right,0.175
right,-0.584
right,-0.579
right,6.888
right,-0.130
right,0.599
right,0.105
right,0.097
right,0.108
right,0.347
right,0.240
right,0.212
right,0.506
right,0.167
right,0.167
right,-0.071
right,0.326
right,-0.062
right,-0.344
right,-1.602
right,-3.763
right,0.064
right,0.055
right,0.064
right,0.064
right,0.184
right,1.131
right,-0.510
right,-0.964
right,0.899
right,-0.003
right,2.184
right,1.058
right,0.364
right,0.642
right,-0.726
right,-1.182
right,8.947
right,7.568
right,5.985
right,-0.336
right,-0.196
right,0.319
right,0.319
right,1.143
right,-0.216
right,1.016
right,-1.111
right,-0.972
right,5.977
right,1.331
right,0.494
right,0.625
right,0.328
right,-0.306
right,0.463
right,-0.511
right,-0.084
right,-0.035
right,-1.346
right,-0.042
right,-0.521
right,-1.277
right,9.506
right,0.033
right,-0.046
right,-1.217
right,1.262
right,-1.781
right,9.325
right,-0.591
right,0.051
right,-0.265
right,0.001
right,-0.475
right,2.451
right,-0.013
right,-0.008
right,-1.144
right,0.440
right,-0.141
right,-0.650
right,0.128
right,0.424
right,0.147
right,3.207
right,0.453
right,-0.278
right,-0.052
right,0.360
right,-0.063
right,-0.087
right,-0.306
right,-0.199
right,-0.912
right,0.416
right,2.759
right,-0.298
right,-0.484
right,1.470
right,0.066
right,-0.110
right,-0.128
right,0.033
right,1.027
right,1.027
right,0.077
right,0.077
right,0.055
right,0.055
right,0.061
right,0.055
right,0.064
right,0.055
right,0.055
right,0.064
right,0.055
right,0.055
right,0.064
right,0.055
right,0.238
right,0.249
right,0.249
right,0.161
right,0.191
right,-0.648
right,0.345
right,0.303
right,-0.509
right,0.363
right,0.345
right,-1.462
right,0.345
right,0.345
right,0.306
right,0.303
right,-0.695
right,0.363
right,0.345
right,0.363
right,0.339
right,0.339
right,-0.072
right,-1.135
right,-0.009
right,-0.349
right,0.081
right,-0.564
right,0.372
right,-0.271
right,-0.735
right,-0.877
right,-0.647
right,-0.863
right,0.043
right,-0.704
right,2.786
right,0.503
right,0.725
right,-0.466
right,0.038
right,-0.412
right,0.638
right,0.056
right,0.561
right,0.264
right,0.214
right,-0.945
right,-1.357
right,0.396
right,0.170
right,-0.309
right,0.497
right,0.185
right,0.177
right,-0.257
right,-0.081
right,0.171
right,0.074
right,6.786
right,3.481
right,1.961
right,-0.048
right,-0.222
right,0.962
right,-0.325
right,0.517
right,-0.190
right,0.624
right,-1.398
right,-0.295
right,0.122
right,-0.635
right,-0.242
right,0.657
right,-0.303
right,0.505
right,0.909
right,-1.261
right,0.295
right,0.345
right,0.487
right,-0.275
right,-0.435
right,-0.009
right,0.052
right,-0.039
right,-0.069
right,0.028
right,-2.261
right,1.940
right,-0.895
right,-0.528
right,-0.096
right,0.007
right,-0.064
right,-0.352
right,0.055
right,0.055
right,0.061
right,0.055
right,0.061
right,-2.280
right,0.055
right,0.064
right,0.055
right,0.076
right,0.227
right,1.034
right,-0.048
right,-0.118
right,0.161
right,-1.065
right,0.049
right,0.509
right,-0.560
right,0.159
right,0.085
right,0.038
right,-0.669
right,0.198
right,0.538
right,0.081
right,-0.633
right,0.305
right,-0.508
right,-0.291
right,0.334
right,-2.960
right,0.558
right,0.018
right,0.199
right,-0.840
right,0.308
right,-0.698
right,-0.085
right,-0.774
right,1.629
right,0.474
right,-0.091
right,-0.591
right,1.104
right,0.696
right,-0.040
right,2.268
right,0.750
right,2.043
right,2.110
right,0.550
right,1.089
right,-1.831
right,2.523
right,2.562
right,-1.207
right,-0.410
right,0.928
right,0.287
right,0.100
right,0.216
right,0.193
right,0.191
right,0.225
right,-0.388
right,0.312
right,0.275
right,0.276
right,0.276
right,0.276
right,0.326
right,0.204
right,0.214
right,0.308
right,-0.423
right,0.513
right,1.597
right,-0.498
right,0.273
right,-0.163
right,-0.185
right,-1.875
right,0.061
right,0.055
right,-1.706
right,0.118
right,0.123
right,0.118
right,0.751
right,0.352
right,0.604
right,0.996
right,0.550
right,0.233
right,-0.154
right,0.355
right,2.350
right,0.710
right,1.484
right,0.439
right,1.171
right,0.517
right,1.225
right,0.210
right,0.427
right,-0.447
right,0.201
right,0.199
right,0.214
right,0.007
right,0.122
right,-0.085
right,-0.240
right,0.241
right,-1.113
right,0.213
right,0.738
right,1.224
right,-0.662
right,0.510
right,-0.314
right,0.305
right,0.340
right,1.302
right,-1.251
right,0.053
right,0.314
right,-0.061
right,-0.828
right,0.370
right,-0.767
right,1.155
right,0.306
right,-0.450
right,2.047
right,-0.185
right,0.446
right,0.067
right,0.102
right,-0.150
right,0.843
right,-1.450
right,-0.178
right,-0.026
right,0.830
right,1.786
right,-0.150
right,-7.773
right,0.341
right,0.341
right,-0.694
right,0.347
right,0.556
right,-1.088
right,-0.015
right,-0.064
right,0.442
right,0.131
right,-0.304
right,0.672
right,-0.239
right,1.745
right,1.602
right,0.188
right,0.448
right,0.541
right,1.279
right,0.790
right,0.065
right,1.284
right,0.129
right,-0.092
right,-0.245
right,-0.184
right,-0.059
right,-1.191
right,-0.866
right,0.464
right,-0.624
right,-0.169
right,-0.691
right,0.102
right,0.061
right,0.064
right,-0.735
right,-0.233
right,0.381
right,3.536
right,1.409
right,-1.767
right,0.544
right,-2.364
right,-0.364
right,-0.271
right,-1.578
right,-0.103
right,0.409
right,-0.503
right,0.113
right,1.805
right,-0.287
right,-0.986
right,-0.179
right,-0.178
right,0.192
right,0.741
right,0.727
right,-0.987
right,0.513
right,0.364
right,-0.456
right,-0.073
right,-0.358
right,-0.065
right,0.866
right,0.866
right,-0.597
right,-0.384
right,-0.296
right,-0.172
right,-0.277
right,-0.503
right,-0.414
right,0.023
right,0.654
right,0.590
right,-0.202
right,0.698
right,0.322
right,1.847
right,-0.440
right,0.159
right,8.452
right,-0.217
right,7.498
right,-0.169
right,-0.028
right,-0.344
right,2.811
right,0.334
right,-0.611
right,1.036
right,-0.056
right,-0.004
right,-0.603
right,-0.830
right,-0.560
right,0.214
right,0.214
right,0.252
right,0.585
right,-1.723
right,-0.382
right,-0.535
right,-0.471
right,1.235
right,1.243
right,-0.297
right,-1.171
right,0.829
right,0.191
right,1.980
right,0.120
right,-0.073
right,1.469
right,0.574
right,-0.906
right,0.057
right,0.178
right,0.485
right,0.345
right,1.211
right,-0.512
right,0.335
right,0.252
right,-0.622
right,0.673
right,0.582
right,-0.404
right,0.205
right,0.065
right,0.545
right,0.278
right,0.344
right,0.320
right,-0.158
right,-1.694
right,-0.664
right,0.282
right,0.007
right,0.257
right,-0.102
right,0.517
right,-0.304
right,0.704
right,-0.821
right,-1.108
right,0.279
right,0.330
right,-0.894
right,0.086
right,0.055
right,-0.980
right,0.186
right,0.187
right,0.166
right,-0.944
right,0.178
right,0.187
right,0.187
right,0.211
right,0.188
right,0.187
right,-1.213
right,0.241
right,-2.329
right,0.230
right,0.230
right,1.481
right,-0.178
right,1.055
right,1.713
right,-0.068
right,0.791
right,-0.477
right,0.323
right,0.505
right,-0.643
right,0.190
right,0.223
right,0.190
right,0.212
right,-0.099
right,-0.079
right,-0.017
right,-0.146
right,-0.564
right,-0.087
right,0.455
right,-0.847
right,0.347
right,0.365
right,0.365
right,-0.694
right,0.305
right,0.308
right,-0.652
right,-0.564
right,0.186
right,0.948
right,-0.053
right,0.715
right,0.117
right,0.117
right,0.117
right,0.105
right,0.283
right,0.145
right,0.164
right,0.164
right,0.164
right,0.147
right,0.147
right,0.147
right,0.147
right,0.250
right,-0.901
right,0.237
right,0.210
right,0.237
right,0.237
right,0.212
right,0.212
right,0.210
right,-0.088
right,0.017
right,0.088
right,2.112
right,0.096
right,0.201
right,1.308
right,0.413
right,1.955
right,0.047
right,1.845
right,-0.540
right,0.078
right,0.360
right,0.360
right,0.259
right,0.259
right,0.273
right,0.261
right,0.233
right,0.233
right,0.261
right,0.261
right,0.233
right,0.172
right,0.193
right,-0.108
right,0.218
right,-0.935
right,0.982
right,-0.717
right,-1.111
right,0.377
right,-0.128
right,0.692
right,0.055
right,0.055
right,0.061
right,0.061
right,0.061
right,0.429
right,0.429
right,0.429
right,-0.071
right,-0.022
right,0.953
right,0.146
right,-0.322
right,-1.792
right,0.145
right,-0.513
right,-0.378
right,-0.087
right,-1.153
right,0.788
right,0.842
right,0.353
right,-0.390
right,-1.831
right,-0.584
right,1.078
right,1.014
right,-1.762
right,1.778
right,0.523
right,-0.257
right,-0.806
right,0.024
right,0.693
right,0.617
right,-1.258
right,0.184
right,0.553
right,0.118
right,0.126
right,0.117
right,0.118
right,-1.382
right,0.118
right,0.117
right,0.118
right,0.117
right,0.118
right,0.131
right,0.750
right,0.914
right,1.614
right,0.989
right,-0.382
right,0.077
right,0.252
right,-0.938
right,0.252
right,-0.626
right,0.301
right,-1.681
right,-0.685
right,-0.107
right,-0.087
right,-0.648
right,-0.924
right,0.504
right,0.428
right,0.198
right,-0.449
right,0.428
right,0.428
right,0.195
right,-0.478
right,0.392
right,1.263
right,-1.644
right,0.839
right,0.340
right,1.090
right,0.035
right,-0.537
right,-4.292
right,-0.284
right,0.015
right,-0.238
right,-0.206
right,-1.127
right,0.090
right,0.336
right,0.589
right,0.071
right,-1.982
right,-2.797
right,-0.447
right,0.633
right,0.059
right,-0.636
right,-0.071
right,0.836
right,0.493
right,-0.650
right,-0.368
right,0.508
right,-0.189
right,0.398
right,-0.274
right,-2.497
right,5.977
right,4.296
right,4.645
right,-0.390
right,0.569
right,-0.119
right,0.366
right,0.463
right,-0.060
right,0.523
right,0.531
right,-1.451
right,0.314
right,1.441
right,-0.282
right,-0.454
right,-0.159
right,0.865
right,-0.433
right,1.680
right,-0.634
right,1.202
right,2.084
right,1.025
right,0.449
right,0.012
right,0.122
right,0.242
right,-0.678
right,0.683
right,0.683
right,0.219
right,0.230
right,0.230
right,0.210
right,-0.198
right,-1.116
right,-0.802
right,-0.210
right,0.561
right,0.682
right,0.370
right,2.228
right,0.320
right,2.024
right,0.228
right,1.221
right,0.868
right,0.258
right,-0.522
right,0.355
right,0.396
right,1.289
right,1.932
right,0.145
right,0.164
right,0.171
right,0.137
right,-1.520
right,-1.420
right,0.365
right,0.520
right,0.105
right,0.136
right,-1.790
right,0.062
right,2.686
right,-2.065
right,0.164
right,-0.870
right,-0.023
right,0.131
right,0.202
right,-0.612
right,0.299
right,-0.332
right,-0.614
right,0.281
right,1.054
right,0.183
right,0.213
right,-0.356
right,-0.324
right,0.278
right,-0.432
right,0.146
right,1.514
right,0.711
right,-0.066
right,0.277
right,-0.984
right,-0.195
right,-0.301
right,-0.070
right,-0.137
right,0.153
right,0.153
right,0.153
right,0.684
right,-0.590
right,0.425
right,-0.153
right,-2.004
right,1.427
right,0.537
right,-0.292
right,0.202
right,-0.530
right,0.207
right,0.932
right,0.929
right,-1.723
right,-1.177
right,1.448
right,0.332
right,0.523
right,-0.029
right,0.682
right,1.700
right,-0.381
right,0.122
right,0.089
right,0.076
right,0.089
right,0.077
right,0.085
right,0.085
right,0.076
right,0.123
right,-1.388
right,0.137
right,0.137
right,-1.587
right,0.093
right,0.198
right,-0.820
right,-0.832
right,0.724
right,0.427
right,0.439
right,0.471
right,-0.222
right,-0.620
right,-0.235
right,0.556
right,0.243
right,0.164
right,0.173
right,0.019
right,0.002
right,-0.002
right,0.072
right,0.145
right,0.386
right,0.608
right,0.240
right,0.180
right,0.003
right,-0.995
right,0.049
right,0.968
right,0.656
right,-0.245
right,0.660
right,-0.831
right,0.232
right,0.214
right,0.240
right,0.212
right,0.240
right,0.212
right,0.457
right,0.600
right,0.050
right,-1.834
right,0.308
right,-0.372
right,0.365
right,-0.952
right,-0.660
right,-0.160
right,0.381
right,0.152
right,-0.053
right,0.668
right,0.732
right,-0.112
right,1.064
right,-0.670
right,0.357
right,0.339
right,-1.043
right,-0.305
right,0.500
right,-1.742
right,0.251
right,0.284
right,-0.499
right,1.447
right,-2.431
right,0.053
right,0.170
right,1.238
right,-0.186
right,0.327
right,-0.033
right,0.214
right,0.249
right,0.212
right,0.212
right,-1.043
right,0.212
right,-0.968
right,-1.129
right,-0.014
right,2.076
right,-0.024
right,-0.414
right,0.059
right,0.371
right,-0.797
right,1.020
right,0.726
right,-0.110
right,-1.648
right,0.229
right,0.193
right,0.195
right,-0.843
right,-0.602
right,0.060
right,0.408
right,-0.477
right,-3.049
right,-1.104
right,0.540
right,0.043
right,1.139
right,-0.847
right,-0.910
right,0.296
right,1.077
right,2.664
right,-0.251
right,-0.216
right,0.234
right,1.299
right,0.267
right,-0.168
right,0.304
right,-0.785
right,0.297
right,0.979
right,-0.766
right,0.723
right,0.496
right,-0.003
right,0.326
right,-0.077
right,-0.047
right,-0.164
right,1.236
right,0.123
right,0.123
right,0.123
right,-0.256
right,0.667
right,1.466
right,-0.125
right,0.227
right,0.655
right,0.238
right,0.591
right,-0.019
right,0.132
right,-0.283
right,-0.207
right,-0.758
right,1.018
right,-0.499
right,0.202
right,-0.512
right,-0.701
right,0.119
right,-0.238
right,-0.203
right,0.137
right,1.002
right,-0.035
right,0.334
right,-0.009
right,-0.309
right,-0.875
right,-0.021
right,-0.061
right,0.099
right,0.872
right,0.012
right,-1.151
right,-1.045
right,-0.426
right,-0.017
right,0.120
right,0.243
right,0.243
right,0.231
right,0.205
right,0.118
right,0.243
right,-0.833
right,0.478
right,0.841
right,0.561
right,-0.459
right,0.160
right,-0.407
right,0.070
right,-0.451
right,-0.203
right,1.105
right,-0.640
right,0.480
right,-0.427
right,-0.422
right,-0.427
right,0.465
right,0.320
right,0.426
right,0.320
right,0.877
right,-0.138
right,-0.076
right,-0.849
right,-1.115
right,-0.507
right,0.810
right,0.427
right,-0.064
right,-0.514
right,0.569
right,-1.727
right,-1.583
right,2.791
right,0.305
right,0.634
right,0.283
right,0.330
right,-0.181
right,3.464
right,0.476
right,-0.263
right,-1.051
right,-0.196
right,-0.200
right,-1.425
right,0.637
right,1.551
right,-0.754
right,0.039
right,0.429
right,0.379
right,0.900
right,0.076
right,-1.477
right,0.630
right,3.481
right,4.076
right,3.422
right,5.048
right,1.675
right,-0.294
right,-0.208
right,1.535
right,0.888
right,-0.307
right,1.234
right,-0.992
right,1.209
right,2.982
right,1.646
right,3.151
right,0.531
right,0.504
right,-0.793
right,-0.930
right,-1.045
right,-0.384
right,-0.469
right,0.856
right,0.661
right,0.240
right,0.511
right,0.367
right,-0.990
right,-0.682
right,-0.556
right,1.096
right,-0.500
right,-0.016
right,0.187
right,1.557
right,3.442
right,0.523
right,-1.377
right,0.365
right,-2.229
right,0.517
right,-0.212
right,0.526
right,-0.217
right,-1.745
right,-0.045
right,-0.699
right,-0.693
right,-0.402
right,-1.227
right,-1.334
right,-0.171
right,1.347
right,0.109
right,-0.412
right,0.089
right,-0.227
right,-0.966
right,1.017
right,-0.039
right,-1.019
right,0.045
right,-0.158
right,-0.109
right,1.202
right,0.968
right,-1.654
right,-0.046
right,0.321
right,0.312
right,0.312
right,0.275
right,0.328
right,0.275
right,0.278
right,0.312
right,0.312
right,0.347
right,0.347
right,0.053
right,1.853
right,0.275
right,0.186
right,-0.241
right,0.728
right,0.312
right,-0.324
right,-0.768
right,-0.089
right,-0.519
right,-0.251
right,1.919
right,0.481
right,0.649
right,0.219
right,-0.057
right,2.276
right,2.870
right,0.152
right,1.844
right,-0.448
right,0.214
right,0.252
right,0.768
right,0.292
right,0.196
right,0.199
right,0.199
right,0.178
right,0.176
right,0.178
right,0.049
right,0.147
right,-0.072
right,-0.841
right,-0.144
right,0.745
right,-0.229
right,1.579
right,-0.588
right,-0.363
right,0.225
right,0.372
right,0.139
right,1.011
right,-0.994
right,-0.592
right,-0.016
right,-0.392
right,1.174
right,0.314
right,0.769
right,-0.381
right,0.281
right,0.481
right,-2.868
right,-0.708
right,-3.038
right,0.661
right,-0.084
right,-0.216
right,-0.294
right,-0.135
right,-0.428
right,0.318
right,-1.043
right,0.246
right,-0.425
right,0.101
right,-2.032
right,0.252
right,0.214
right,0.237
right,0.212
right,0.212
right,0.249
right,0.212
right,0.212
right,0.212
right,-0.492
right,-0.070
right,0.727
right,0.767
right,0.240
right,3.566
right,4.270
right,0.299
right,0.208
right,0.363
right,1.041
right,2.498
right,0.703
right,-1.494
right,0.485
right,0.148
right,-0.734
right,0.387
right,0.961
right,-0.718
right,-0.219
right,0.155
right,-0.231
right,0.021
right,0.501
right,1.074
right,1.020
right,-0.928
right,-0.604
right,0.429
right,0.212
right,0.382
right,0.379
right,0.382
right,-0.201
right,-0.698
right,0.308
right,0.347
right,-0.969
right,0.233
right,0.468
right,0.158
right,0.481
right,0.212
right,0.226
right,0.049
right,-0.607
right,-0.092
right,1.142
right,-0.059
right,0.412
right,0.954
right,0.085
right,0.085
right,-0.007
right,0.214
right,-0.950
right,-0.246
right,-0.871
right,-0.469
right,0.349
right,0.347
right,0.347
right,-0.599
right,0.305
right,-0.698
right,0.305
right,0.021
right,1.166
right,0.084
right,0.240
right,-0.821
right,-0.154
right,-1.384
right,-0.124
right,-1.264
right,0.330
right,0.838
right,0.347
right,-0.195
right,0.411
right,-1.183
right,0.407
right,-0.308
right,-1.230
right,1.871
right,-0.269
right,0.210
right,-0.979
right,-1.172
right,0.051
right,0.210
right,0.218
right,-0.907
right,0.211
right,0.211
right,0.211
right,0.211
right,0.221
right,0.211
right,-1.139
right,0.188
right,0.188
right,0.188
right,0.188
right,-0.035
right,-0.206
right,0.476
right,0.968
right,0.843
right,-0.307
right,0.214
right,0.347
right,0.347
right,0.347
right,0.308
right,0.347
right,0.379
right,0.215
right,-0.871
right,-0.975
right,-0.088
right,1.052
right,-0.041
right,0.773
right,-0.776
right,-0.428
right,0.064
right,0.396
right,-0.341
right,0.488
right,0.055
right,0.061
right,-0.130
right,-0.366
right,-0.247
right,-0.391
right,-0.453
right,0.898
right,-0.557
right,0.140
right,0.347
right,0.143
right,-0.423
right,0.361
right,-0.157
right,-0.209
right,-0.875
right,1.892
right,1.147
right,-0.073
right,-0.504
right,-0.237
right,-0.880
right,-0.553
right,0.244
right,-0.604
right,0.358
right,0.641
right,-0.267
right,-0.041
right,-0.102
right,0.035
right,-0.067
right,-1.096
right,0.165
right,-1.070
right,-0.157
right,0.385
right,0.645
right,0.093
right,-0.172
right,0.657
right,1.234
right,-2.038
right,1.370
right,0.365
right,-0.279
right,1.807
right,-0.007
right,0.324
right,-1.347
right,0.514
right,1.112
right,0.254
right,1.058
right,-0.526
right,-1.053
right,-0.462
right,-0.336
right,0.549
right,-0.754
right,0.798
right,0.240
right,1.208
right,-0.399
right,0.284
right,0.728
right,0.750
right,-0.126
right,0.212
right,0.047
right,0.683
right,-0.038
right,0.358
right,-0.108
right,-0.020
right,7.646
right,1.520
right,0.385
right,0.518
right,0.042
right,0.037
right,-0.152
